703782,http://www.hon.ch/,Health
703783,http://www.intelihealth.com/,Health
703784,http://www.bbc.co.uk/health/,Health
703785,http://www.webmd.com/,Health
703786,http://www.judgehealth.org.uk/,Health
703787,http://www.aolhealth.com/,Health
703788,http://www.camh.net/,Health
703789,http://tc.bmjjournals.com/cgi/content/full/8/3/254,Health
703790,http://abcnews.go.com/us/story?id=90688&amp;page=1,Health
703791,http://www.enotalone.com/250-1.html,Health
703792,http://www.addictiontoday.org,Health
703793,http://www.haworthpress.com/store/product.asp?sid=hxvr6b0ngu609nsep2afa4q66qd60t0e&amp;sku=j069,Health
703794,http://emergingsideways.blogspot.com,Health
703795,http://www.meatjunkie.com,Health
703796,http://www.realizationcenter.net/fdaddct.htm,Health
703797,http://www.springboard4health.com/notebook/health_food_addiction.html,Health
703798,http://www.foodaddicts.org/,Health
703799,http://eqdailygrind.blogspot.com/,Health
703800,http://serendip.brynmawr.edu/bb/neuro/neuro02/web2/mschlimme.html,Health
703801,http://www.olganon.org/,Health
703802,http://www.theparentreport.com/resources/ages/preteen/kids_culture/130.html,Health
703803,http://health.groups.yahoo.com/group/everquest-widows/,Health
703804,http://www.gamerwidow.com,Health
703805,http://www.geocities.com/addicteq/,Health
703806,http://games.groups.yahoo.com/group/wow_widow/,Health
703807,http://www.gamespot.com/news/2005/07/06/news_6128654.html,Health
703808,http://www.nickyee.com/hub/addiction/home.html,Health
703809,http://www.psychiatrictimes.com/p980852.html,Health
703810,http://mentalhealth.about.com/cs/familyresources/a/pokemon.htm,Health
703811,http://www.cadenhead.org/workbench/everquest/cordell1.html,Health
703812,http://www.slate.com/id/2114354,Health
703813,http://terranova.blogs.com/terra_nova/2005/02/played.html,Health
703814,http://www.cbsnews.com/stories/2002/05/28/earlyshow/living/caught/main510302.shtml,Health
703815,http://arstechnica.com/journals/thumbs.ars/2005/6/21/547,Health
703816,http://www.gamespot.com/news/2005/02/18/news_6118921.html,Health
703817,http://news.cnet.com/2100-1040-881673.html,Health
703818,http://www.wired.com/gaming/gamingreviews/news/2001/12/48479,Health
703819,http://www.netaddiction.com/,Health
703820,http://www.virtual-addiction.com/,Health
703821,http://www.askmen.com/fashion/body_and_mind/16_better_living.html,Health
703822,http://www.cybersexualaddiction.com/,Health
703823,http://psychcentral.com/netaddiction/,Health
703824,http://cyberwidows.tripod.com/,Health
703825,http://www.mentalhelp.net/poc/center_index.php?id=66,Health
703826,http://www.chem.vt.edu/chem-dept/dessy/honors/papers/ferris.html,Health
703827,http://webpages.charter.net/stormking/iad.html,Health
703828,http://www.causeof.org,Health
703829,http://www.psychiatrictimes.com/p980852.html,Health
703830,http://www.bridgeminds.com/html/news180601.htm,Health
703831,http://www.intervention.com/defns.html#compadd,Health
703832,http://www-usr.rider.edu/~suler/psycyber/cybaddict.html,Health
703833,http://www.wired.com/gaming/gamingreviews/news/2001/12/48479,Health
703834,http://www.aaap.org/,Health
703835,http://www.nalgap.org/,Health
703836,http://www.reformu.com,Health
703837,http://prevention.samhsa.gov/about,Health
703838,http://www.health.org/,Health
703839,http://www.cdc.gov/nchs/fastats/druguse.htm,Health
703840,http://www.casacolumbia.org/,Health
703841,http://www.nlm.nih.gov/medlineplus/drugabuse.html,Health
703842,http://www.puberty101.com/d_alcohol.shtml,Health
703843,http://www.who.int/substance_abuse/terminology/who_lexicon/en/,Health
